
Symbol table '.dynsym' contains 2746 entries:
   Num:    Value  Size Type    Bind   Vis      Ndx Name
    15: 000d705c     0 SECTION LOCAL  DEFAULT   15 .dtors
    16: 000d7064     0 SECTION LOCAL  DEFAULT   16 .jcr
    17: 000d7068     0 SECTION LOCAL  DEFAULT   17 .got
    18: 000d8300     0 SECTION LOCAL  DEFAULT   18 .bss
    19: 00000000     0 SECTION LOCAL  DEFAULT   19 .comment
    20: 00000000     0 SECTION LOCAL  DEFAULT   20 .gnu.warning.tmpnam
    21: 00000000     0 SECTION LOCAL  DEFAULT   21 .gnu.warning.tempnam
    22: 00000000     0 SECTION LOCAL  DEFAULT   22 .gnu.warning.gets
    23: 00000000     0 SECTION LOCAL  DEFAULT   23 .gnu.warning.set[...]
    24: 00000000     0 SECTION LOCAL  DEFAULT   24 .gnu.warning.mbrune
    25: 00000000     0 SECTION LOCAL  DEFAULT   25 .gnu.warning.mbrrune
    26: 00000000     0 SECTION LOCAL  DEFAULT   26 .gnu.warning.mbmb
    27: 00000000     0 SECTION LOCAL  DEFAULT   27 .gnu.warning.fgetrune
    28: 00000000     0 SECTION LOCAL  DEFAULT   28 .gnu.warning.fun[...]
    29: 00000000     0 SECTION LOCAL  DEFAULT   29 .gnu.warning.fputrune
    30: 00000000     0 SECTION LOCAL  DEFAULT   30 .gnu.warning.des[...]
    31: 00000000     0 SECTION LOCAL  DEFAULT   31 .gnu.warning.des[...]
    32: 00000000     0 SECTION LOCAL  DEFAULT   32 .gnu.warning.setkey
    33: 00000000     0 SECTION LOCAL  DEFAULT   33 .gnu.warning.encrypt
    34: 00000000     0 SECTION LOCAL  DEFAULT   34 .gnu.warning.set[...]
    35: 00000000     0 SECTION LOCAL  DEFAULT   35 .gnu.warning.mktemp
    36: 00000000     0 SECTION LOCAL  DEFAULT   36 .gnu.warning.f_p[...]
    37: 00000000     0 SECTION LOCAL  DEFAULT   37 .shstrtab
    38: 00000000     0 SECTION LOCAL  DEFAULT   38 .symtab
    39: 00000000     0 SECTION LOCAL  DEFAULT   39 .strtab
    40: 00020f0b     0 FUNC    LOCAL  HIDDEN     8 __i686.get_pc_th[...]
    41: 000d3aa0     0 OBJECT  LOCAL  HIDDEN    11 __dso_handle
    42: 0001d6e9     0 FUNC    LOCAL  HIDDEN     8 __i686.get_pc_th[...]
    43: 0008ca60   429 FUNC    GLOBAL DEFAULT    8 getipnodebyaddr
    44: 00028600    40 FUNC    GLOBAL DEFAULT    8 getwchar
    45: 00050e20     0 FUNC    GLOBAL DEFAULT    8 __sys_semsys
    46: 000c4420    67 FUNC    GLOBAL DEFAULT    8 __rv_alloc_D2A
    47: 00073530   100 FUNC    GLOBAL DEFAULT    8 xdr_cryptkeyres
    48: 000415a4     0 FUNC    WEAK   DEFAULT    8 longjmp
    49: 0004ffe0     0 FUNC    WEAK   DEFAULT    8 _getfsstat
    50: 00028560   146 FUNC    GLOBAL DEFAULT    8 putchar
    51: 0001ebd0    33 FUNC    GLOBAL DEFAULT    8 stpcpy
    52: 000972c0  1416 FUNC    GLOBAL DEFAULT    8 __fp_nquery
    53: 0001edd0   139 FUNC    GLOBAL DEFAULT    8 tsearch
    54: 00050ae0     0 FUNC    WEAK   DEFAULT    8 clock_gettime
    55: 000c7ca0    48 FUNC    WEAK   DEFAULT    8 _pthread_mutex_init
    56: 000dd198     4 OBJECT  GLOBAL DEFAULT   18 keyserv_lock
    57: 00050440     0 FUNC    WEAK   DEFAULT    8 __acl_set_file
    58: 000ca01c    16 OBJECT  GLOBAL DEFAULT   10 in6addr_any
    59: 00046810   134 FUNC    GLOBAL DEFAULT    8 ntp_gettime
    60: 0007a8d0    89 FUNC    GLOBAL DEFAULT    8 setgrent
    61: 000c0db0    98 FUNC    GLOBAL DEFAULT    8 __bt_setcur
    62: 00035a30    40 FUNC    GLOBAL DEFAULT    8 acl_copy_ext
    63: 00050940     0 FUNC    WEAK   DEFAULT    8 _nlstat
    64: 00046f10  1099 FUNC    GLOBAL DEFAULT    8 __elf_fdnlist
    65: 000b8bf0   330 FUNC    GLOBAL DEFAULT    8 __get_buf
    66: 0003d280   491 FUNC    GLOBAL DEFAULT    8 eui64_hostton
    67: 000c78e0    41 FUNC    WEAK   DEFAULT    8 _pthread_cond_br[...]
    68: 000c8de8     0 FUNC    GLOBAL DEFAULT    8 __sys_select
    69: 0005bb80    71 FUNC    GLOBAL DEFAULT    8 mbrlen
    70: 0005b100   729 FUNC    GLOBAL DEFAULT    8 wcstoimax
    71: 000284d0   130 FUNC    GLOBAL DEFAULT    8 putw
    72: 000511e0     0 FUNC    WEAK   DEFAULT    8 chroot
    73: 000ae180     0 FUNC    GLOBAL DEFAULT    8 strcpy
    74: 000a5a60    45 FUNC    GLOBAL DEFAULT    8 asctime
    75: 000ac280    86 FUNC    GLOBAL DEFAULT    8 _BIG5_init
    76: 000d05c0   338 OBJECT  GLOBAL DEFAULT   10 _nsyycheck
    77: 0004fe00     0 FUNC    WEAK   DEFAULT    8 _extattr_set_link
    78: 000c6550     0 FUNC    WEAK   DEFAULT    8 _getpid
    79: 00059830   145 FUNC    GLOBAL DEFAULT    8 acl_valid_file_np
    80: 000b03f8     0 FUNC    WEAK   DEFAULT    8 __sysctl
    81: 000c8ee4     0 FUNC    WEAK   DEFAULT    8 __syscall
    82: 000413e0     0 FUNC    GLOBAL DEFAULT    8 sigsetjmp
    83: 0005f7dc     0 FUNC    WEAK   DEFAULT    8 _getgid
    84: 00088d90   205 FUNC    GLOBAL DEFAULT    8 __s2b_D2A
    85: 0005cf60    47 FUNC    GLOBAL DEFAULT    8 cgetfirst
    86: 00039410    79 FUNC    GLOBAL DEFAULT    8 rcmd
    87: 000249c0    48 FUNC    GLOBAL DEFAULT    8 uuid_create_nil
    88: 000519d0    81 FUNC    GLOBAL DEFAULT    8 unsetenv
    89: 000ca5a4     4 OBJECT  GLOBAL DEFAULT   10 h_nerr
    90: 0004fea0     0 FUNC    WEAK   DEFAULT    8 _ksem_getvalue
    91: 0004ffe0     0 FUNC    WEAK   DEFAULT    8 getfsstat
    92: 00035a60    40 FUNC    GLOBAL DEFAULT    8 acl_copy_int
    93: 000720b0   563 FUNC    GLOBAL DEFAULT    8 authunix_create
    94: 000509e0     0 FUNC    WEAK   DEFAULT    8 netbsd_lchown
    95: 000503a0     0 FUNC    WEAK   DEFAULT    8 _extattrctl
    96: 0004ffc0     0 FUNC    WEAK   DEFAULT    8 _statfs
    97: 0004168c     0 FUNC    GLOBAL DEFAULT    8 fabs
    98: 000c4a70    35 FUNC    GLOBAL DEFAULT    8 mpool_filter
    99: 000d8c50     8 OBJECT  GLOBAL DEFAULT   18 __gdtoa_locks
   100: 00088540    42 FUNC    GLOBAL DEFAULT    8 xdr_longlong_t
   101: 000d6e8c     4 OBJECT  GLOBAL DEFAULT   11 __stdoutp
   102: 00088a10    42 FUNC    GLOBAL DEFAULT    8 warnx
   103: 00051220     0 FUNC    WEAK   DEFAULT    8 _symlink
   104: 000242a8     0 FUNC    GLOBAL DEFAULT    8 bcmp
   105: 000a8a80    28 FUNC    GLOBAL DEFAULT    8 _UTF8_mbsinit
   106: 00041560     0 FUNC    GLOBAL DEFAULT    8 setjmp
   107: 000c7d00    41 FUNC    WEAK   DEFAULT    8 _pthread_mutex_lock
   108: 0009d810    69 FUNC    GLOBAL DEFAULT    8 _nsyy_load_buffe[...]
   109: 000b34a0   458 FUNC    GLOBAL DEFAULT    8 __put_page
   110: 000d0460   338 OBJECT  GLOBAL DEFAULT   10 _nsyytable
   111: 00089550   159 FUNC    GLOBAL DEFAULT    8 setnetconfig
   112: 00081700    51 FUNC    GLOBAL DEFAULT    8 __rpc_seman2socktype
   113: 00080550    50 FUNC    GLOBAL DEFAULT    8 xdr_des_mode
   114: 00041f70    57 FUNC    WEAK   DEFAULT    8 waitpid
   115: 000415a4     0 FUNC    GLOBAL DEFAULT    8 __longjmp
   116: 000c7870    10 FUNC    WEAK   DEFAULT    8 _atomic_lock
   117: 0009e330    93 FUNC    GLOBAL DEFAULT    8 _setnethtent
   118: 00050900     0 FUNC    GLOBAL DEFAULT    8 __sys_fhstat
   119: 000b1f70   180 FUNC    GLOBAL DEFAULT    8 __sflags
   120: 00027f50   330 FUNC    GLOBAL DEFAULT    8 tmpfile
   121: 0007f610   363 FUNC    GLOBAL DEFAULT    8 xdrrec_create
   122: 000503e0     0 FUNC    GLOBAL DEFAULT    8 __sys___acl_dele[...]
   123: 0003b620   218 FUNC    GLOBAL DEFAULT    8 inet6_option_alloc
   124: 000ebec4     4 OBJECT  GLOBAL DEFAULT   18 _nsyyssp
   125: 000504e0     0 FUNC    WEAK   DEFAULT    8 _sigsuspend
   126: 0004fe80     0 FUNC    WEAK   DEFAULT    8 ksem_destroy
   127: 0006dd70   283 FUNC    GLOBAL DEFAULT    8 xprt_register
   128: 000854ec     0 FUNC    WEAK   DEFAULT    8 getrlimit
   129: 000c6290   157 FUNC    GLOBAL DEFAULT    8 __divdi3
   130: 0004ff40     0 FUNC    WEAK   DEFAULT    8 _ksem_wait
   131: 00068bd0   242 FUNC    GLOBAL DEFAULT    8 clnt_broadcast
   132: 000467e0    44 FUNC    WEAK   DEFAULT    8 pause
   133: 000c8e08     0 FUNC    WEAK   DEFAULT    8 ioctl
   134: 000c79d0    41 FUNC    WEAK   DEFAULT    8 pthread_cond_signal
   135: 000b1e80     0 FUNC    WEAK   DEFAULT    8 writev
   136: 00044150   137 FUNC    GLOBAL DEFAULT    8 siginterrupt
   137: 000a2b70    22 FUNC    WEAK   DEFAULT    8 dlerror
   138: 00050ea0     0 FUNC    GLOBAL DEFAULT    8 __sys_nfssvc
   139: 000a93f0   468 FUNC    GLOBAL DEFAULT    8 __emulated_sgetrune
   140: 0004fd60     0 FUNC    WEAK   DEFAULT    8 _swapoff
   141: 00027b50   125 FUNC    GLOBAL DEFAULT    8 vscanf
   142: 00062f30   232 FUNC    GLOBAL DEFAULT    8 yperr_string
   143: 00096c20   611 FUNC    GLOBAL DEFAULT    8 getservent
   144: 0008fdc0   177 FUNC    GLOBAL DEFAULT    8 if_indextoname
   145: 000264a0     8 FUNC    GLOBAL DEFAULT    8 _time32_to_time
   146: 00063fa0   113 FUNC    GLOBAL DEFAULT    8 xdr_ypresp_key_val
   147: 0001e9b0   541 FUNC    GLOBAL DEFAULT    8 strmode
   148: 0004fd40     0 FUNC    WEAK   DEFAULT    8 ___acl_get_link
   149: 0008a340   145 FUNC    WEAK   DEFAULT    8 strtok_r
   150: 00050640     0 FUNC    WEAK   DEFAULT    8 munlockall
   151: 00050960     0 FUNC    WEAK   DEFAULT    8 nfstat
   152: 00050ca0     0 FUNC    WEAK   DEFAULT    8 undelete
   153: 000441e0    80 FUNC    GLOBAL DEFAULT    8 setprogname
   154: 00050280     0 FUNC    WEAK   DEFAULT    8 _extattr_delete_fd
   155: 00051300     0 FUNC    GLOBAL DEFAULT    8 __sys_sync
   156: 0004fe40     0 FUNC    WEAK   DEFAULT    8 ___mac_get_link
   157: 000a2c10    43 FUNC    WEAK   DEFAULT    8 dlinfo
   158: 000a5fa0   235 FUNC    GLOBAL DEFAULT    8 __res_hnok
   159: 000dd180     4 OBJECT  GLOBAL DEFAULT   18 authnone_lock
   160: 0005f7dc     0 FUNC    WEAK   DEFAULT    8 getgid
   161: 000aabc0    38 FUNC    GLOBAL DEFAULT    8 __get_current_me[...]
   162: 0001dd50   162 FUNC    GLOBAL DEFAULT    8 wcstok
   163: 0004fe20     0 FUNC    WEAK   DEFAULT    8 ___mac_set_link
   164: 000df848     4 OBJECT  GLOBAL DEFAULT   18 ___getservbyport_yp
   165: 0004a060   186 FUNC    GLOBAL DEFAULT    8 getloadavg
   166: 0004fda0     0 FUNC    WEAK   DEFAULT    8 __mac_execve
   167: 00046370   797 FUNC    GLOBAL DEFAULT    8 popen
   168: 000b7ddc     0 FUNC    GLOBAL DEFAULT    8 __sys_fcntl
   169: 000a5a90    54 FUNC    GLOBAL DEFAULT    8 printf
   170: 00043480  1870 FUNC    GLOBAL DEFAULT    8 sysconf
   171: 0003a630  1339 FUNC    GLOBAL DEFAULT    8 __ivaliduser_sa
   172: 000ca03c    16 OBJECT  GLOBAL DEFAULT   10 in6addr_nodeloca[...]
   173: 00063b14     0 FUNC    WEAK   DEFAULT    8 _dup
   174: 00050c40     0 FUNC    WEAK   DEFAULT    8 ___semctl
   175: 000257c0    68 FUNC    GLOBAL DEFAULT    8 xdr_rpcbs_rmtcal[...]
   176: 000a784c     0 FUNC    GLOBAL DEFAULT    8 __sys_access
   177: 000247c0    33 FUNC    GLOBAL DEFAULT    8 uuid_hash
   178: 00027a90   185 FUNC    GLOBAL DEFAULT    8 vsprintf
   179: 0004fc60     0 FUNC    WEAK   DEFAULT    8 thr_kill
   180: 000aa5c0   164 FUNC    GLOBAL DEFAULT    8 _none_mbsnrtowcs
   181: 000455a0    86 FUNC    GLOBAL DEFAULT    8 __sem_wait
   182: 00020ca0   219 FUNC    GLOBAL DEFAULT    8 random
   183: 000c5500    49 FUNC    GLOBAL DEFAULT    8 __i2b_D2A
   184: 00073950    78 FUNC    GLOBAL DEFAULT    8 clnt_create_vers
   185: 0009dcb0    87 FUNC    GLOBAL DEFAULT    8 _nsyyerror
   186: 0004c520   202 FUNC    GLOBAL DEFAULT    8 setfsent
   187: 000eb7f8     4 OBJECT  GLOBAL DEFAULT   18 ypresp_data
   188: 00042480    79 FUNC    GLOBAL DEFAULT    8 utime
   189: 0005b780   942 FUNC    GLOBAL DEFAULT    8 wcstof
   190: 000509a0     0 FUNC    WEAK   DEFAULT    8 _netbsd_msync
   191: 000c8438     0 FUNC    WEAK   DEFAULT    8 getdtablesize
   192: 000c8aa0    11 FUNC    GLOBAL DEFAULT    8 cfgetospeed
   193: 00073410    58 FUNC    GLOBAL DEFAULT    8 xdr_netnamestr
   194: 00050ea0     0 FUNC    WEAK   DEFAULT    8 nfssvc
   195: 00051280     0 FUNC    WEAK   DEFAULT    8 _acct
   196: 00052d70   763 FUNC    GLOBAL DEFAULT    8 vswprintf
   197: 0009f390    50 FUNC    GLOBAL DEFAULT    8 sethostent
   198: 000c8550    60 FUNC    GLOBAL DEFAULT    8 __sseek
   199: 00051000     0 FUNC    GLOBAL DEFAULT    8 __sys_fchmod
   200: 000c6f30   160 FUNC    GLOBAL DEFAULT    8 __sinit
   201: 00096b70    95 FUNC    GLOBAL DEFAULT    8 setservent
   202: 00050820     0 FUNC    GLOBAL DEFAULT    8 __sys_kldfind
   203: 000dd1a0     4 OBJECT  GLOBAL DEFAULT   18 loopnconf_lock
   204: 0003a4c0    99 FUNC    GLOBAL DEFAULT    8 __ivaliduser
   205: 000510c0     0 FUNC    GLOBAL DEFAULT    8 __sys_getitimer
   206: 0004fcc0     0 FUNC    GLOBAL DEFAULT    8 __sys_thr_create
   207: 0007f55c     0 FUNC    WEAK   DEFAULT    8 _recvmsg
   208: 000ac760    91 FUNC    GLOBAL DEFAULT    8 __time_load_locale
   209: 00049f60    96 FUNC    GLOBAL DEFAULT    8 getlogin
   210: 00027e20    86 FUNC    GLOBAL DEFAULT    8 putc_unlocked
   211: 000341e0   330 FUNC    GLOBAL DEFAULT    8 mac_is_present
   212: 000c51a0   235 FUNC    GLOBAL DEFAULT    8 __Balloc_D2A
   213: 000d0360    64 OBJECT  GLOBAL DEFAULT   10 _nsyydefred
   214: 000512e0     0 FUNC    WEAK   DEFAULT    8 _getppid
   215: 000393c0    72 FUNC    GLOBAL DEFAULT    8 recv
   216: 000a5eb0    88 FUNC    GLOBAL DEFAULT    8 __dn_expand
   217: 000500c0     0 FUNC    WEAK   DEFAULT    8 ___mac_set_fd
   218: 000a2c7c     0 FUNC    WEAK   DEFAULT    8 connect
   219: 00080f10   253 FUNC    GLOBAL DEFAULT    8 __rpc_fd2sockinfo
   220: 00050c80     0 FUNC    WEAK   DEFAULT    8 _futimes
   221: 000c0e20   497 FUNC    GLOBAL DEFAULT    8 __bt_search
   222: 0005e088     0 FUNC    GLOBAL DEFAULT    8 __sys_wait4
   223: 000513e0     0 FUNC    GLOBAL DEFAULT    8 __sys_mknod
   224: 00083f00   132 FUNC    GLOBAL DEFAULT    8 ungetc
   225: 000513c0     0 FUNC    GLOBAL DEFAULT    8 __sys_chmod
   226: 00034de0    97 FUNC    GLOBAL DEFAULT    8 acl_get_file
   227: 0006e760   123 FUNC    GLOBAL DEFAULT    8 svcerr_auth
   228: 00079850   223 FUNC    GLOBAL DEFAULT    8 endnetgrent
   229: 0004fc00     0 FUNC    WEAK   DEFAULT    8 _jail_attach
   230: 00080e40   108 FUNC    GLOBAL DEFAULT    8 rpc_nullproc
   231: 000467e0    44 FUNC    WEAK   DEFAULT    8 _pause
   232: 00050de0     0 FUNC    WEAK   DEFAULT    8 shmsys
   233: 000502c0     0 FUNC    GLOBAL DEFAULT    8 __sys_extattr_set_fd
   234: 00033ef0   136 FUNC    GLOBAL DEFAULT    8 mac_from_text
   235: 000c2c20   240 FUNC    GLOBAL DEFAULT    8 __bt_cmp
   236: 00050900     0 FUNC    WEAK   DEFAULT    8 _fhstat
   237: 00051120     0 FUNC    WEAK   DEFAULT    8 _getpgrp
   238: 000c63f0    36 FUNC    GLOBAL DEFAULT    8 sigemptyset
   239: 000c8c00    51 FUNC    GLOBAL DEFAULT    8 __tcdrain
   240: 00080c10   475 FUNC    GLOBAL DEFAULT    8 __rpc_getconf
   241: 00050100     0 FUNC    GLOBAL DEFAULT    8 __sys___mac_get_fd
   242: 0006db90   466 FUNC    GLOBAL DEFAULT    8 __svc_clean_idle
   243: 00050b40     0 FUNC    WEAK   DEFAULT    8 _shmctl
   244: 00050f20     0 FUNC    WEAK   DEFAULT    8 utimes
   245: 000c7a90    41 FUNC    WEAK   DEFAULT    8 pthread_getspecific
   246: 000c8070    44 FUNC    WEAK   DEFAULT    8 pthread_rwlock_rdlock
   247: 000618f0  2125 FUNC    GLOBAL DEFAULT    8 _yp_dobind
   248: 00050b40     0 FUNC    WEAK   DEFAULT    8 shmctl
   249: 000a1490  1192 FUNC    GLOBAL DEFAULT    8 _dns_gethostbyname
   250: 000ac5c0   104 FUNC    GLOBAL DEFAULT    8 strerror
   251: 00050720     0 FUNC    GLOBAL DEFAULT    8 __sys_aio_suspend
   252: 0009c3d0   100 FUNC    GLOBAL DEFAULT    8 ___toupper
   253: 00063e50    93 FUNC    GLOBAL DEFAULT    8 xdr_ypreq_nokey
   254: 000a69f0   522 FUNC    GLOBAL DEFAULT    8 __ns_name_pack
   255: 00050d20     0 FUNC    WEAK   DEFAULT    8 fpathconf
   256: 000a8670   903 FUNC    GLOBAL DEFAULT    8 __wcsnrtombs_std
   257: 0009d740    96 FUNC    GLOBAL DEFAULT    8 _nsyyrestart
   258: 000eb9c0   744 OBJECT  GLOBAL DEFAULT   18 _res_ext
   259: 000dbac4     4 OBJECT  WEAK   DEFAULT   18 _thread_autoinit[...]
   260: 000251c0    97 FUNC    GLOBAL DEFAULT    8 svc_exit
   261: 0007c618     0 FUNC    WEAK   DEFAULT    8 geteuid
   262: 000ab0a0    27 FUNC    GLOBAL DEFAULT    8 _GB18030_mbsinit
   263: 000512c0     0 FUNC    GLOBAL DEFAULT    8 __sys_profil
   264: 000ba8e4     0 FUNC    WEAK   DEFAULT    8 _mkdir
   265: 0007e990  1309 FUNC    GLOBAL DEFAULT    8 __pw_scan
   266: 000a7070    89 FUNC    WEAK   DEFAULT    8 inet_pton
   267: 0004fbe0     0 FUNC    WEAK   DEFAULT    8 extattr_list_fd
   268: 00073d60    64 FUNC    GLOBAL DEFAULT    8 clnt_tp_create
   269: 0008a2c0   126 FUNC    WEAK   DEFAULT    8 _sleep
   270: 000511a0     0 FUNC    WEAK   DEFAULT    8 _vadvise
   271: 000b8690   102 FUNC    GLOBAL DEFAULT    8 arc4random_stir
   272: 00050860     0 FUNC    WEAK   DEFAULT    8 _kldload
   273: 000aa900   112 FUNC    GLOBAL DEFAULT    8 _MSKanji_wcrtomb
   274: 00050840     0 FUNC    WEAK   DEFAULT    8 _kldunload
   275: 000a1940   927 FUNC    GLOBAL DEFAULT    8 _dns_gethostbyaddr
   276: 00097c20    64 FUNC    GLOBAL DEFAULT    8 __p_section
   277: 00025810   161 FUNC    GLOBAL DEFAULT    8 xdr_rpcb_stat
   278: 00050f80     0 FUNC    GLOBAL DEFAULT    8 __sys_mkfifo
   279: 00040d70    52 FUNC    GLOBAL DEFAULT    8 fputrune
   280: 000b4810    85 FUNC    GLOBAL DEFAULT    8 __big_keydata
   281: 000d0400    64 OBJECT  GLOBAL DEFAULT   10 _nsyyrindex
   282: 00050240     0 FUNC    GLOBAL DEFAULT    8 __sys_nfsclnt
   283: 00071210   164 FUNC    GLOBAL DEFAULT    8 key_secretkey_is_set
   284: 00050300     0 FUNC    WEAK   DEFAULT    8 _getresuid
   285: 0004f960    70 FUNC    GLOBAL DEFAULT    8 dbm_firstkey
   286: 000aac70   288 FUNC    GLOBAL DEFAULT    8 _GBK_mbrtowc
   287: 0003f210    30 FUNC    GLOBAL DEFAULT    8 setinvalidrune
   288: 00097b60   113 FUNC    WEAK   DEFAULT    8 sym_ntop
   289: 0004f550    56 FUNC    GLOBAL DEFAULT    8 sigpause
   290: 00041430     0 FUNC    GLOBAL DEFAULT    8 __siglongjmp
   291: 00041ff0   877 FUNC    GLOBAL DEFAULT    8 vis
   292: 0003bab0   130 FUNC    GLOBAL DEFAULT    8 inet6_opt_finish
   293: 000c4710     0 FUNC    GLOBAL DEFAULT    8 memmove
   294: 0004fe00     0 FUNC    WEAK   DEFAULT    8 extattr_set_link
   295: 00022840   191 FUNC    GLOBAL DEFAULT    8 hsearch
   296: 000c7ff0    51 FUNC    WEAK   DEFAULT    8 pthread_rwlock_init
   297: 000c8ee4     0 FUNC    WEAK   DEFAULT    8 ___syscall
   298: 000eb7f4     4 OBJECT  GLOBAL DEFAULT   18 _malloc_options
   299: 0001e020    86 FUNC    GLOBAL DEFAULT    8 wcslcpy
   300: 000aae00    86 FUNC    GLOBAL DEFAULT    8 _GB2312_init
   301: 0004b020    14 FUNC    GLOBAL DEFAULT    8 fts_set_clientptr
   302: 000eb3c0     4 OBJECT  GLOBAL DEFAULT   18 __rcmd_errstr
   303: 00050700     0 FUNC    WEAK   DEFAULT    8 _aio_cancel
   304: 00036f20  5901 FUNC    GLOBAL DEFAULT    8 res_update
   305: 000c72d0    92 FUNC    GLOBAL DEFAULT    8 _funlockfile
   306: 000d6e88     4 OBJECT  GLOBAL DEFAULT   11 __stdinp
   307: 0003f310    60 FUNC    GLOBAL DEFAULT    8 __toupper
   308: 00080780    54 FUNC    GLOBAL DEFAULT    8 __rpc_get_t_size
   309: 00046690   264 FUNC    GLOBAL DEFAULT    8 pclose
   310: 00070c80   397 FUNC    GLOBAL DEFAULT    8 authdes_getucred
   311: 00023a90    55 FUNC    GLOBAL DEFAULT    8 getopt_long
   312: 000c6f00    38 FUNC    GLOBAL DEFAULT    8 _cleanup
   313: 0009de90    34 FUNC    GLOBAL DEFAULT    8 endnetent
   314: 00050c80     0 FUNC    GLOBAL DEFAULT    8 __sys_futimes
   315: 000b7fd0   218 FUNC    GLOBAL DEFAULT    8 snprintf
   316: 000d5980    64 OBJECT  GLOBAL DEFAULT   11 _res_opcodes
   317: 00026268     0 FUNC    GLOBAL DEFAULT    8 syscall
   318: 000456b0    93 FUNC    WEAK   DEFAULT    8 sem_timedwait
   319: 00020e60   171 FUNC    GLOBAL DEFAULT    8 sranddev
   320: 0004bd40    36 FUNC    GLOBAL DEFAULT    8 getfstab
   321: 000a5f50    71 FUNC    GLOBAL DEFAULT    8 __dn_skipname
   322: 00050d40     0 FUNC    WEAK   DEFAULT    8 pathconf
   323: 000c6510     0 FUNC    GLOBAL DEFAULT    8 __sys_sigprocmask
   324: 0008a340   145 FUNC    GLOBAL DEFAULT    8 __strtok_r
   325: 0006fdb0   255 FUNC    GLOBAL DEFAULT    8 pmap_set
   326: 00050680     0 FUNC    WEAK   DEFAULT    8 _lio_listio
   327: 000d4818     4 OBJECT  GLOBAL DEFAULT   11 svc_maxfd
   328: 000b1ea0     0 FUNC    WEAK   DEFAULT    8 munmap
   329: 0004ffa0     0 FUNC    GLOBAL DEFAULT    8 __sys_fhstatfs
   330: 00027ed0    12 FUNC    GLOBAL DEFAULT    8 fileno_unlocked
   331: 0003b270   349 FUNC    GLOBAL DEFAULT    8 __nss_compat_get[...]
   332: 000630b0   113 FUNC    GLOBAL DEFAULT    8 _yp_check
   333: 00050600     0 FUNC    WEAK   DEFAULT    8 sched_getparam
   334: 0004ae50    66 FUNC    GLOBAL DEFAULT    8 fts_set
   335: 0003c570    66 FUNC    GLOBAL DEFAULT    8 __inet_lnaof
   336: 000b9000   237 FUNC    GLOBAL DEFAULT    8 __buf_free
   337: 00049450  1530 FUNC    GLOBAL DEFAULT    8 getttyent
   338: 000416e4     0 FUNC    WEAK   DEFAULT    8 _longjmp
   339: 000eb3e0  1025 OBJECT  GLOBAL DEFAULT   18 paddr
   340: 0004fdc0     0 FUNC    WEAK   DEFAULT    8 _extattr_delete_link
   341: 0003dfa0   692 FUNC    GLOBAL DEFAULT    8 wcstoull
   342: 00050860     0 FUNC    GLOBAL DEFAULT    8 __sys_kldload
   343: 000ca850     4 OBJECT  GLOBAL DEFAULT   10 __nan
   344: 0003ae20   153 FUNC    GLOBAL DEFAULT    8 __nss_compat_get[...]
   345: 000504a0     0 FUNC    GLOBAL DEFAULT    8 __sys_sigtimedwait
   346: 000d6fa4     0 OBJECT  GLOBAL DEFAULT  ABS _DYNAMIC
   347: 000c7220    35 FUNC    GLOBAL DEFAULT    8 _flockfile_debug_stub
   348: 000c4de0   113 FUNC    GLOBAL DEFAULT    8 mpool_sync
   349: 0009dca0    10 FUNC    GLOBAL DEFAULT    8 _nsyywrap
   350: 000343c0   156 FUNC    GLOBAL DEFAULT    8 extattr_string_t[...]
   351: 0005dfc8     0 FUNC    WEAK   DEFAULT    8 __acl_aclcheck_file
   352: 000c73a0  1165 FUNC    GLOBAL DEFAULT    8 __qdivrem
   353: 00050e00     0 FUNC    WEAK   DEFAULT    8 _msgsys
   354: 000c7220    35 FUNC    WEAK   DEFAULT    8 _flockfile_debug
   355: 000513e0     0 FUNC    WEAK   DEFAULT    8 mknod
   356: 00080210    80 FUNC    GLOBAL DEFAULT    8 xdrmem_create
   357: 000ebec8     4 OBJECT  GLOBAL DEFAULT   18 _nsyychar
   358: 00046280   189 FUNC    GLOBAL DEFAULT    8 shm_open
   359: 0007f5d0    51 FUNC    GLOBAL DEFAULT    8 atol
   360: 00065920  2141 FUNC    GLOBAL DEFAULT    8 __rpc_get_time_offset
   361: 000ebefc     4 OBJECT  GLOBAL DEFAULT   18 _dns_ttl_
   362: 00051060     0 FUNC    GLOBAL DEFAULT    8 __sys_getrusage
   363: 00042ae0   222 FUNC    GLOBAL DEFAULT    8 strunvisx
   364: 00097970   144 FUNC    GLOBAL DEFAULT    8 __p_fqnname
   365: 000478b0    54 FUNC    GLOBAL DEFAULT    8 __isnan
   366: 000819a0   159 FUNC    GLOBAL DEFAULT    8 xdr_des_block
   367: 0006eeb0   177 FUNC    GLOBAL DEFAULT    8 xdr_rpcblist_ptr
   368: 000c8f10    22 FUNC    GLOBAL DEFAULT    8 __error_unthreaded
   369: 00071d10    57 FUNC    GLOBAL DEFAULT    8 ecb_crypt
   370: 000853a0    99 FUNC    GLOBAL DEFAULT    8 sl_add
   371: 000818d0   194 FUNC    GLOBAL DEFAULT    8 xdr_opaque_auth
   372: 00050000     0 FUNC    WEAK   DEFAULT    8 _mac_syscall
   373: 0004f8f0   106 FUNC    GLOBAL DEFAULT    8 dbm_fetch
